order_id,customer_id,customer_email,customer_phone,product_sku,product_name,category,city,quantity,unit_price,mrp,discount_pct,revenue,payment_method,order_status,order_date,is_returned,customer_email_is_null,customer_phone_is_null,revenue_is_null
ORD100341,CUST1438,475fe9169e6be133,6d068dd6c6f1fc01,SKU-002,cdaf51ea49970fea,Footwear,Ahmedabad,1,3390.75,3499,3.1,3390.75,COD,delivered,2026-01-13,0,0,0,0
ORD100206,CUST2880,9403964db1f52612,e1275166e9796a5f,SKU-006,2e5a38b444f293be,Electronics,Delhi,3,14076.28,14999,6.2,42228.840000000004,UPI,processing,2026-01-12,0,0,0,0
ORD101038,CUST1103,a2b2802c8fe8bdea,bf19b27eef1461e8,SKU-005,91d9bffab83acca4,Bags,Kolkata,1,2167.56,2499,13.3,2167.56,COD,processing,2025-11-15,0,0,0,0
ORD100220,CUST2540,285bf8a86eb24eec,e7a2d3c4d9d36281,SKU-006,2e5a38b444f293be,Electronics,Ahmedabad,3,13806.01,14999,8.0,41418.03,Credit Card,delivered,2025-12-23,0,0,0,0
ORD100263,CUST1353,94452021f16ec966,nan,SKU-007,a0ca9fcc2e211a4d,Apparel,Hyderabad,1,3851.43,3999,3.7,3851.43,Debit Card,shipped,2025-12-23,0,0,1,0
ORD100712,CUST2948,2ec1db14ff7f5b0f,e6ad8f3dd69a64e1,SKU-004,a7c9ac52a64b790c,Appliances,Pune,2,4676.96,4999,6.4,9353.92,Net Banking,delivered,2026-03-20,0,0,0,0
ORD100960,CUST1136,a039210a59c20d52,316b2c7164192126,SKU-009,34c4bf1f0d0594ec,Home,Mumbai,2,725.08,999,27.4,1450.16,UPI,delivered,2025-11-22,0,0,0,0
ORD100571,CUST1670,8fe2a14dc9acba88,e2eac4adabcbbecb,SKU-004,a7c9ac52a64b790c,Appliances,Kolkata,4,4611.37,4999,7.8,18445.48,COD,cancelled,2025-12-13,0,0,0,0
ORD100264,CUST4114,ce1060b8e3a37245,5771eba48abdbad8,SKU-010,3698eeb2a7c00e49,Electronics,Ahmedabad,2,2936.28,3499,16.1,5872.56,Net Banking,delivered,2026-02-17,0,0,0,0
ORD100316,CUST1219,7c06452d4f36616c,066c21c0d9064bbd,SKU-006,2e5a38b444f293be,Electronics,Ahmedabad,3,13134.19,14999,12.4,39402.57,Credit Card,delivered,2026-01-29,0,0,0,0
ORD101018,CUST4351,83addfc649545987,ae116d54c98ba8bd,SKU-001,5cb733bab29ce00d,Electronics,Kolkata,3,3883.97,4199,7.5,11651.91,COD,returned,2025-11-03,1,0,0,0
ORD100304,CUST2274,060adb7e87edba5d,27104440ffc521ba,SKU-008,d4ed859acbd2c963,Nutrition,Mumbai,5,2111.38,2199,4.0,10556.900000000001,UPI,delivered,2025-10-17,0,0,0,0
ORD100046,CUST1024,e157ef6759509d1a,5408a1804bc14dab,SKU-007,a0ca9fcc2e211a4d,Apparel,Mumbai,5,3934.29,3999,1.6,19671.45,COD,returned,2026-01-31,1,0,0,0
ORD100858,CUST1863,62a9a4d67f0facc4,4cfa0c8e13fcf9d7,SKU-006,2e5a38b444f293be,Electronics,Bangalore,2,11825.35,14999,21.2,23650.7,UPI,returned,2025-12-02,1,0,0,0
ORD100561,CUST3640,7d691d68c85a4230,3a092a07c96a136a,SKU-001,5cb733bab29ce00d,Electronics,Mumbai,3,3177.46,4199,24.3,9532.380000000001,Net Banking,delivered,2026-02-11,0,0,0,0
ORD100903,CUST2427,d3ceb8aa73805e1d,ea6217ad5c232c91,SKU-002,cdaf51ea49970fea,Footwear,Ahmedabad,2,2730.19,3499,22.0,5460.38,Wallet,delivered,2025-10-24,0,0,0,0
ORD100760,CUST3496,6b869584cb5dcc99,1820ad6ab5a1b414,SKU-007,a0ca9fcc2e211a4d,Apparel,Ahmedabad,4,3000.57,3999,25.0,12002.28,Wallet,returned,2026-02-07,1,0,0,0
ORD100137,CUST2758,nan,045aaf0fbcef9a87,SKU-010,3698eeb2a7c00e49,Electronics,Chennai,5,2466.55,3499,29.5,12332.75,UPI,delivered,2025-12-14,0,1,0,0
ORD100470,CUST2024,6ba0e21a41c3db39,0d98064d975337c2,SKU-001,5cb733bab29ce00d,Electronics,Chennai,2,3510.8,4199,16.4,7021.6,UPI,cancelled,2025-10-24,0,0,0,0
ORD100899,CUST4459,292866d09843c536,c93dde2e7586c1c4,SKU-005,91d9bffab83acca4,Bags,Delhi,3,2419.99,2499,3.2,7259.969999999999,UPI,delivered,2026-02-04,0,0,0,0
ORD101068,CUST1028,c153642ec45a531a,cf8d105efea1bf86,SKU-003,10259d3e3df7395d,Fitness,Kolkata,4,1116.51,1299,14.0,4466.04,Wallet,delivered,2025-11-08,0,0,0,0
ORD100643,CUST1918,4b2e75febe67cda6,3578c638ecafd717,SKU-007,a0ca9fcc2e211a4d,Apparel,Pune,4,2910.81,3999,27.2,11643.24,UPI,cancelled,2026-03-23,0,0,0,0
ORD100739,CUST3861,5dfe8824d1fa31dd,2aab133a5c9b5c4a,SKU-008,d4ed859acbd2c963,Nutrition,Bangalore,4,2140.18,2199,2.7,8560.72,Debit Card,delivered,2026-01-09,0,0,0,0
ORD100950,CUST3605,nan,e89d70aea10bab36,SKU-010,3698eeb2a7c00e49,Electronics,Delhi,4,3351.32,3499,4.2,13405.28,UPI,returned,2025-11-07,1,1,0,0
ORD100863,CUST4815,864deec0720a808d,1efb5c7f33c93e4b,SKU-009,34c4bf1f0d0594ec,Home,Hyderabad,3,974.77,999,2.4,2924.31,UPI,delivered,2026-01-17,0,0,0,0
ORD100934,CUST1442,cdc04dfe0618f9b1,92a61082e808af10,SKU-006,2e5a38b444f293be,Electronics,Chennai,2,13848.72,14999,7.7,27697.44,Wallet,returned,2026-03-13,1,0,0,0
ORD100618,CUST1369,16869a4144e48bef,f91b270006be1285,SKU-008,d4ed859acbd2c963,Nutrition,Kolkata,4,1544.49,2199,29.8,6177.96,UPI,shipped,2025-12-17,0,0,0,0
ORD100075,CUST4986,4a723fc77c698458,310eec260a33c711,SKU-005,91d9bffab83acca4,Bags,Ahmedabad,4,2409.67,2499,3.6,9638.68,UPI,delivered,2025-10-08,0,0,0,0
ORD100283,CUST2299,67b007a2857a0fb9,f4bdce232fbdd888,SKU-003,10259d3e3df7395d,Fitness,Kolkata,2,1194.7,1299,8.0,2389.4,Net Banking,cancelled,2026-03-16,0,0,0,0
ORD100955,CUST4942,39d2ae80f179316d,bd2fa89398a9d14b,SKU-005,91d9bffab83acca4,Bags,Delhi,3,2441.63,2499,2.3,7324.89,Debit Card,cancelled,2026-01-05,0,0,0,0
ORD100630,CUST3749,58b3c02cce1ad025,d2386211e287f0d1,SKU-001,5cb733bab29ce00d,Electronics,Kolkata,3,3574.87,4199,14.9,10724.61,UPI,shipped,2026-01-10,0,0,0,0
ORD100465,CUST4551,29db516909836e68,395cb63cedd8afd2,SKU-004,a7c9ac52a64b790c,Appliances,Delhi,2,4635.74,4999,7.3,9271.48,COD,delivered,2026-01-21,0,0,0,0
ORD101122,CUST3354,cc5d270e9e160f9d,26077a8311f52512,SKU-001,5cb733bab29ce00d,Electronics,Pune,5,4039.12,4199,3.8,20195.6,UPI,cancelled,2025-12-12,0,0,0,0
ORD100798,CUST2831,4e0ec0cbf61fdee5,fae5e35803d284e5,SKU-004,a7c9ac52a64b790c,Appliances,Bangalore,1,3770.24,4999,24.6,3770.24,UPI,delivered,2026-02-20,0,0,0,0
ORD100210,CUST4672,b675cbcaf2ad1eb7,42922f34df5c39d0,SKU-002,cdaf51ea49970fea,Footwear,Chennai,3,2619.82,3499,25.1,7859.460000000001,UPI,returned,2026-03-23,1,0,0,0
ORD100631,CUST1367,0c2504e63186f477,48e5179df2fc453f,SKU-005,91d9bffab83acca4,Bags,Pune,2,2126.96,2499,14.9,4253.92,Net Banking,cancelled,2025-11-03,0,0,0,0
ORD100794,CUST4542,eaa613bb55289b30,5fa045850c333659,SKU-005,91d9bffab83acca4,Bags,Kolkata,5,2464.93,2499,1.4,12324.65,Net Banking,delivered,2026-01-27,0,0,0,0
ORD100236,CUST4372,8b4741bb1f0f2e7a,8d48a584948fa3e9,SKU-009,34c4bf1f0d0594ec,Home,Delhi,5,733.23,999,26.6,3666.15,Wallet,shipped,2026-02-17,0,0,0,0
ORD100994,CUST3024,3db433c70e35e8ad,b067c8329524f8d3,SKU-006,2e5a38b444f293be,Electronics,Kolkata,1,10866.05,14999,27.6,10866.05,UPI,delivered,2026-02-25,0,0,0,0
ORD100407,CUST3828,764e7cdb81a69577,cea058ec4a7c81a7,SKU-008,d4ed859acbd2c963,Nutrition,Mumbai,3,1704.87,2199,22.5,5114.61,UPI,returned,2025-10-26,1,0,0,0
ORD100232,CUST3840,4d684e7ed091e711,030163b1fc38067b,SKU-006,2e5a38b444f293be,Electronics,Delhi,1,11572.81,14999,22.8,11572.81,COD,delivered,2026-01-04,0,0,0,0
ORD101135,CUST4221,ee4ca1de650c7cba,83926c31414d15ea,SKU-009,34c4bf1f0d0594ec,Home,Bangalore,2,921.67,999,7.7,1843.34,Net Banking,processing,2025-10-29,0,0,0,0
ORD101015,CUST1259,c70a58dbd159a860,b1af51051d3ac967,SKU-001,5cb733bab29ce00d,Electronics,Pune,4,3052.99,4199,27.3,12211.96,UPI,processing,2026-02-19,0,0,0,0
ORD100055,CUST4954,3eb0c7de5f2d5932,20759cd0faaaf19b,SKU-006,2e5a38b444f293be,Electronics,Kolkata,4,13681.98,14999,8.8,54727.92,Wallet,delivered,2026-02-11,0,0,0,0
ORD100806,CUST4206,bb65b34b2b5c234a,5401525e918b5f53,SKU-005,91d9bffab83acca4,Bags,Chennai,1,1822.73,2499,27.1,1822.73,Wallet,returned,2025-10-27,1,0,0,0
ORD100695,CUST4981,7b6eead1a489556f,078269abd28678e0,SKU-002,cdaf51ea49970fea,Footwear,Ahmedabad,5,2481.79,3499,29.1,12408.95,UPI,delivered,2025-12-30,0,0,0,0
ORD100875,CUST4756,712935c4e22c3fa6,67d170d0629b303f,SKU-001,5cb733bab29ce00d,Electronics,Kolkata,3,4021.39,4199,4.2,12064.17,Net Banking,returned,2026-03-08,1,0,0,0
ORD100362,CUST2234,bcd33d495e99c742,c1b2d3d458c7dc8d,SKU-002,cdaf51ea49970fea,Footwear,Delhi,3,3423.47,3499,2.2,10270.41,UPI,shipped,2026-03-25,0,0,0,0
ORD100681,CUST3291,e0b5a27ab3390844,4768d3c63f0d3677,SKU-002,cdaf51ea49970fea,Footwear,Hyderabad,2,3191.66,3499,8.8,6383.32,UPI,delivered,2026-03-14,0,0,0,0
ORD100700,CUST4841,c62168730fde5526,9670cf694c94bb5c,SKU-004,a7c9ac52a64b790c,Appliances,Hyderabad,1,4986.93,4999,0.2,4986.93,Net Banking,cancelled,2025-10-01,0,0,0,0
ORD100230,CUST4533,56449a0e996653aa,dee873a56cdc23b4,SKU-006,2e5a38b444f293be,Electronics,Delhi,3,11386.08,14999,24.1,34158.24,COD,shipped,2026-03-21,0,0,0,0
ORD100004,CUST1326,db2fa071e33ddad6,c68bcd5557bb5ee6,SKU-010,3698eeb2a7c00e49,Electronics,Mumbai,2,3188.89,3499,8.9,6377.78,Net Banking,delivered,2025-12-14,0,0,0,0
ORD100783,CUST4033,baf17be3ecca6e4b,1c49bc153aab7d7c,SKU-005,91d9bffab83acca4,Bags,Delhi,1,1967.45,2499,21.3,1967.45,UPI,delivered,2025-12-27,0,0,0,0
ORD100781,CUST3595,6f97f3bc5a0c4c55,3dd6aae5cd814aa5,SKU-004,a7c9ac52a64b790c,Appliances,Delhi,3,4498.0,4999,10.0,13494.0,Credit Card,delivered,2026-02-14,0,0,0,0
ORD100538,CUST1166,c9bba495c2dafcb5,83d6d537b67b8503,SKU-003,10259d3e3df7395d,Fitness,Ahmedabad,3,1124.96,1299,13.4,3374.88,UPI,delivered,2026-02-26,0,0,0,0
ORD100887,CUST2744,791fc97000b5d821,d77b7dda51c25f59,SKU-008,d4ed859acbd2c963,Nutrition,Pune,4,1812.45,2199,17.6,7249.8,Wallet,processing,2026-02-16,0,0,0,0
ORD100266,CUST4668,4b89170fb3395c5f,b1ed2d532a0cd3c2,SKU-005,91d9bffab83acca4,Bags,Chennai,1,1782.21,2499,28.7,1782.21,UPI,returned,2026-03-29,1,0,0,0
ORD100337,CUST1322,6b10d9b77f14ac09,752e294b50861930,SKU-001,5cb733bab29ce00d,Electronics,Kolkata,5,3219.84,4199,23.3,16099.2,Wallet,returned,2025-11-30,1,0,0,0
ORD101165,CUST1762,5f153ab1ebd9b655,198cf48288316fb5,SKU-002,cdaf51ea49970fea,Footwear,Pune,1,3120.53,3499,10.8,3120.53,Net Banking,cancelled,2026-03-13,0,0,0,0
ORD100965,CUST4637,3d282925de947266,5dd3f54270e78364,SKU-001,5cb733bab29ce00d,Electronics,Hyderabad,1,3365.14,4199,19.9,3365.14,Net Banking,delivered,2025-12-25,0,0,0,0
ORD101188,CUST3634,4cac1c25f94987fc,68189c37235c637f,SKU-009,34c4bf1f0d0594ec,Home,Pune,1,898.15,999,10.1,898.15,Debit Card,returned,2026-02-17,1,0,0,0
ORD101091,CUST2969,44fef7ab58004ac0,d07b1f32ea66623d,SKU-007,a0ca9fcc2e211a4d,Apparel,Delhi,3,3859.06,3999,3.5,11577.18,UPI,delivered,2026-01-21,0,0,0,0
ORD101114,CUST3935,b3639c72784a1a18,89fee9ca1cf111af,SKU-008,d4ed859acbd2c963,Nutrition,Chennai,3,1552.15,2199,29.4,4656.450000000001,COD,delivered,2026-03-19,0,0,0,0
ORD101095,CUST1905,8e71c3c7e928edfe,d514fd8888a231d6,SKU-010,3698eeb2a7c00e49,Electronics,Bangalore,1,3248.46,3499,7.2,3248.46,UPI,shipped,2025-10-07,0,0,0,0
ORD100896,CUST4040,4e930fdff53d7e27,f25fc1655f9b99c2,SKU-010,3698eeb2a7c00e49,Electronics,Delhi,2,2478.5,3499,29.2,4957.0,Net Banking,returned,2025-10-07,1,0,0,0
ORD101016,CUST4730,c8b6e39395a21a6d,520703be058048ed,SKU-009,34c4bf1f0d0594ec,Home,Chennai,4,956.96,999,4.2,3827.84,UPI,shipped,2025-11-11,0,0,0,0
ORD100689,CUST4901,5870b6f76a23842b,35b921fa13540a09,SKU-003,10259d3e3df7395d,Fitness,Bangalore,3,1119.91,1299,13.8,3359.7300000000005,Wallet,delivered,2026-02-15,0,0,0,0
ORD100177,CUST3626,dbc64487ca9440ba,a3896781c193bce7,SKU-005,91d9bffab83acca4,Bags,Pune,5,2201.21,2499,11.9,11006.05,Wallet,shipped,2026-01-25,0,0,0,0
ORD100508,CUST3954,ca19b39be6c00a24,8914387f35016b79,SKU-005,91d9bffab83acca4,Bags,Delhi,2,1849.97,2499,26.0,3699.94,COD,delivered,2025-11-06,0,0,0,0
ORD100686,CUST4856,e3e27885e4daf34a,107f98125909574e,SKU-002,cdaf51ea49970fea,Footwear,Pune,3,2598.84,3499,25.7,7796.52,Credit Card,shipped,2026-01-05,0,0,0,0
ORD100008,CUST4095,nan,2a2855fb6de59a83,SKU-010,3698eeb2a7c00e49,Electronics,Bangalore,4,2829.29,3499,19.1,11317.16,COD,cancelled,2025-10-24,0,1,0,0
ORD100645,CUST2740,a7601d20be27eb8d,32dabbfd5017bd23,SKU-010,3698eeb2a7c00e49,Electronics,Mumbai,1,3027.68,3499,13.5,3027.68,Debit Card,delivered,2026-02-08,0,0,0,0
ORD100683,CUST1184,19cac7d914defa3b,c48a076cbcbeb7fa,SKU-004,a7c9ac52a64b790c,Appliances,Pune,5,4165.51,4999,16.7,20827.550000000003,COD,returned,2026-02-28,1,0,0,0
ORD100869,CUST4672,b675cbcaf2ad1eb7,e12cf0bd111b35a3,SKU-006,2e5a38b444f293be,Electronics,Delhi,2,13661.04,14999,8.9,27322.08,UPI,processing,2026-01-13,0,0,0,0
ORD100323,CUST1078,daf185d592b0afe1,949e7b44783d85e1,SKU-006,2e5a38b444f293be,Electronics,Chennai,4,12115.82,14999,19.2,48463.28,UPI,delivered,2026-01-12,0,0,0,0
ORD100360,CUST1288,affb4da069db6057,cfc94d9f3ba162a4,SKU-001,5cb733bab29ce00d,Electronics,Bangalore,1,3031.57,4199,27.8,3031.57,Wallet,shipped,2026-02-20,0,0,0,0
ORD100161,CUST1368,350c32eec497fd2c,9ea459729a1a4cd6,SKU-008,d4ed859acbd2c963,Nutrition,Hyderabad,5,1847.26,2199,16.0,9236.3,Net Banking,cancelled,2025-10-06,0,0,0,0
ORD101039,CUST1733,fbd6b5ca06ad45a6,ccc9ae45e8e3f510,SKU-004,a7c9ac52a64b790c,Appliances,Chennai,5,4338.82,4999,13.2,21694.1,Credit Card,returned,2026-01-04,1,0,0,0
ORD100002,CUST1881,56996dc9817ca572,cc21149d49af2cf9,SKU-001,5cb733bab29ce00d,Electronics,Pune,2,3818.75,4199,9.1,7637.5,Net Banking,shipped,2025-11-09,0,0,0,0
ORD100253,CUST3797,6571a685946cf1f5,17943902cf0c45bd,SKU-006,2e5a38b444f293be,Electronics,Kolkata,3,11093.18,14999,26.0,33279.54,UPI,processing,2026-02-17,0,0,0,0
ORD100118,CUST2438,af2ac1528862a014,de59c4ae527444d8,SKU-006,2e5a38b444f293be,Electronics,Delhi,2,10842.98,14999,27.7,21685.96,UPI,delivered,2025-12-29,0,0,0,0
ORD101137,CUST1061,ba489f7326830066,70eb3bdf6f6eb392,SKU-009,34c4bf1f0d0594ec,Home,Bangalore,4,927.82,999,7.1,3711.28,UPI,delivered,2025-10-26,0,0,0,0
ORD100278,CUST1953,23cfa914b0a3c5c5,6228fc153a420764,SKU-001,5cb733bab29ce00d,Electronics,Ahmedabad,3,3013.11,4199,28.2,9039.33,UPI,processing,2026-02-27,0,0,0,0
ORD100556,CUST4568,500d500a710fa680,8fdbd368d9275cb9,SKU-003,10259d3e3df7395d,Fitness,Delhi,3,1002.3,1299,22.8,3006.8999999999996,Net Banking,cancelled,2026-02-26,0,0,0,0
ORD100247,CUST3849,3372438f6257f888,223c053192980eec,SKU-010,3698eeb2a7c00e49,Electronics,Ahmedabad,2,2994.56,3499,14.4,5989.12,Wallet,delivered,2025-10-03,0,0,0,0
ORD100764,CUST4920,c359fe94577afc28,089d39df23adb82f,SKU-002,cdaf51ea49970fea,Footwear,Bangalore,4,3427.76,3499,2.0,13711.04,Wallet,delivered,2026-01-20,0,0,0,0
ORD101126,CUST1625,3bd76eeceb8af975,c9d900138dc33493,SKU-009,34c4bf1f0d0594ec,Home,Chennai,4,895.19,999,10.4,3580.76,UPI,processing,2026-02-25,0,0,0,0
ORD100368,CUST1690,nan,3b2753152c41fc41,SKU-010,3698eeb2a7c00e49,Electronics,Pune,2,3042.96,3499,13.0,6085.92,COD,processing,2026-01-18,0,1,0,0
ORD100030,CUST4621,2ce2c1f48915937d,161fa621a2bb3663,SKU-006,2e5a38b444f293be,Electronics,Delhi,2,13568.4,14999,9.5,27136.8,Credit Card,processing,2026-02-21,0,0,0,0
ORD100121,CUST1233,6a1acd197b151aff,efd1ba1dc8d28cb3,SKU-006,2e5a38b444f293be,Electronics,Ahmedabad,5,10833.14,14999,27.8,54165.7,UPI,cancelled,2025-10-10,0,0,0,0
ORD100418,CUST3245,71732668a3f8d3c0,3c17d986586d76b2,SKU-005,91d9bffab83acca4,Bags,Hyderabad,1,2323.47,2499,7.0,2323.47,Credit Card,delivered,2025-10-02,0,0,0,0
ORD101151,CUST2602,226934c808fc1962,1db768262fd84ecb,SKU-001,5cb733bab29ce00d,Electronics,Ahmedabad,4,3116.04,4199,25.8,12464.16,Credit Card,delivered,2025-12-02,0,0,0,0
ORD100799,CUST3073,4f8452ff3980bf4f,41864ca9edd3c568,SKU-002,cdaf51ea49970fea,Footwear,Mumbai,5,2718.82,3499,22.3,13594.1,UPI,delivered,2025-11-01,0,0,0,0
ORD100841,CUST4979,nan,71e3086afad37b24,SKU-006,2e5a38b444f293be,Electronics,Hyderabad,2,13786.23,14999,8.1,27572.46,UPI,delivered,2025-12-05,0,1,0,0
ORD100935,CUST3413,557c95ae8a77c280,00b5bcbba7fa6613,SKU-009,34c4bf1f0d0594ec,Home,Pune,2,778.81,999,22.0,1557.62,Net Banking,processing,2026-01-09,0,0,0,0
ORD101159,CUST1441,011891e9e8afd37e,62529b473cf738a1,SKU-010,3698eeb2a7c00e49,Electronics,Kolkata,5,3362.95,3499,3.9,16814.75,UPI,delivered,2026-03-04,0,0,0,0
ORD100517,CUST1685,964199a4a07389aa,6dae324e29165525,SKU-008,d4ed859acbd2c963,Nutrition,Chennai,4,2047.51,2199,6.9,8190.04,Debit Card,cancelled,2026-03-13,0,0,0,0
ORD100759,CUST2836,728f29e7a4ffc898,11424fe201bc754f,SKU-007,a0ca9fcc2e211a4d,Apparel,Hyderabad,2,3526.14,3999,11.8,7052.28,Net Banking,shipped,2026-02-25,0,0,0,0
ORD100344,CUST2586,fbc778e3ad759f4c,df23362ab1b56bc7,SKU-009,34c4bf1f0d0594ec,Home,Bangalore,2,906.64,999,9.2,1813.28,COD,delivered,2025-10-27,0,0,0,0
ORD100567,CUST3822,87e261cfa10fee2d,6f96f0c549e24574,SKU-008,d4ed859acbd2c963,Nutrition,Bangalore,3,2178.95,2199,0.9,6536.849999999999,UPI,cancelled,2025-12-26,0,0,0,0
ORD101123,CUST3663,b9757037283bd23b,6ffa7c720dd7eb4a,SKU-009,34c4bf1f0d0594ec,Home,Delhi,2,938.64,999,6.0,1877.28,Debit Card,cancelled,2026-03-06,0,0,0,0
ORD100096,CUST1405,89b126d283615789,17eebff60c93ae88,SKU-009,34c4bf1f0d0594ec,Home,Bangalore,4,875.33,999,12.4,3501.32,Net Banking,returned,2026-03-17,1,0,0,0
ORD100383,CUST2975,3ceb9d49ec60b1fb,fc85833a7aab3591,SKU-003,10259d3e3df7395d,Fitness,Mumbai,4,1260.66,1299,3.0,5042.64,COD,delivered,2025-10-24,0,0,0,0
ORD100558,CUST2507,e7c0d84d05f92ae0,dbe19d218afebe11,SKU-008,d4ed859acbd2c963,Nutrition,Hyderabad,5,1986.78,2199,9.7,9933.9,UPI,cancelled,2026-03-08,0,0,0,0
ORD100402,CUST2422,cf4f0399e159a0b9,52b53c4731f5f559,SKU-001,5cb733bab29ce00d,Electronics,Ahmedabad,5,3946.14,4199,6.0,19730.7,UPI,delivered,2026-02-06,0,0,0,0
ORD100414,CUST1939,3094af5f2b0922cb,79e3baac7b33e4bb,SKU-002,cdaf51ea49970fea,Footwear,Delhi,3,3098.12,3499,11.5,9294.36,UPI,returned,2025-12-19,1,0,0,0
ORD100560,CUST4971,68f30b7cc1a37e8c,1173f4dee8a25d51,SKU-008,d4ed859acbd2c963,Nutrition,Mumbai,2,2116.53,2199,3.8,4233.06,Wallet,shipped,2026-01-15,0,0,0,0
ORD100300,CUST2081,e1cf0ba2d4735803,8ffad02d7c9303f5,SKU-002,cdaf51ea49970fea,Footwear,Hyderabad,5,3267.59,3499,6.6,16337.95,UPI,processing,2026-01-14,0,0,0,0
ORD100275,CUST3536,899b65ee7abae1be,a3d4b8a0f62d544c,SKU-005,91d9bffab83acca4,Bags,Bangalore,3,2083.67,2499,16.6,6251.01,Wallet,delivered,2026-03-07,0,0,0,0
ORD101050,CUST3006,1b102edc03bc89cf,0161c08401e98dae,SKU-003,10259d3e3df7395d,Fitness,Ahmedabad,3,1010.37,1299,22.2,3031.11,Wallet,shipped,2025-10-24,0,0,0,0
ORD100904,CUST1810,c43125566665d274,4d0f700b5bf08076,SKU-007,a0ca9fcc2e211a4d,Apparel,Chennai,5,3934.63,3999,1.6,19673.15,UPI,shipped,2025-11-14,0,0,0,0
ORD100325,CUST2557,dd46982e01b3fc26,148789455a60a66e,SKU-002,cdaf51ea49970fea,Footwear,Delhi,1,2499.93,3499,28.6,2499.93,UPI,returned,2026-01-22,1,0,0,0
ORD100056,CUST4611,60a6419f841718a4,2c1bc1b78df7a21f,SKU-007,a0ca9fcc2e211a4d,Apparel,Chennai,5,3121.29,3999,21.9,15606.45,COD,delivered,2025-12-11,0,0,0,0
ORD101000,CUST4334,861f426a3f53ebc0,7f71538d75851f91,SKU-005,91d9bffab83acca4,Bags,Bangalore,3,2037.24,2499,18.5,6111.72,Debit Card,delivered,2025-10-11,0,0,0,0
